gi,gj,clat,clon,n_train,days_since,chao_unseen,n_test,new_species,revisited,scarcity,staleness,priority,density,new_rate,o_discover,o_staleness,o_conservation,travel_min,o_env_coverage,o_urgency,rare_newK,w_newK,meanrarity_newK
196,-477,49.125,-119.125,6,23,8.0,9,6,True,0.16468253968253968,0.7586206896551724,0.461651614668856,0.011904761904761904,0.6666666666666666,0.16468253968253968,0.7586206896551724,0.12225308809946911,251.0,0.00026201492730087967,0.2702704008002386,3.98,0.41909795465399485,0.105300993631657
196,-476,49.125,-118.875,50,2,36.099999999999994,14,3,True,0.017666666666666667,0.034482758620689655,0.02607471264367816,0.11666666666666667,0.21428571428571427,0.017666666666666667,0.034482758620689655,0.056933318900541555,246.0,0.0,0.23145367773426925,1.1,0.17440367886720431,0.15854879897018573
196,-474,49.125,-118.375,4,2,2.0,5,3,True,0.24821428571428572,0.034482758620689655,0.1413485221674877,0.007142857142857143,0.6,0.24821428571428572,0.034482758620689655,0.2146304143126177,219.0,6.622079667907023e-05,0.13015895877012523,3.0,1.564975668447,0.521658556149
196,-472,49.125,-117.875,1,2,0.0,0,0,False,1.0,0.034482758620689655,0.5172413793103449,0.0,,1.0,0.034482758620689655,0.018064228367528988,187.0,0.004615856156682312,0.14120578915477733,,,
196,-471,49.125,-117.625,2,8,1.0,13,8,True,0.4988095238095238,0.2413793103448276,0.3700944170771757,0.002380952380952381,0.6153846153846154,0.4988095238095238,0.2413793103448276,0.02523359408952629,189.0,0.0027107791308892118,0.16305545367876262,4.045,0.4955224743906633,0.12250246585677708
196,-469,49.125,-117.125,3,1,3.0,3,3,True,0.33174603174603173,0.0,0.16587301587301587,0.004761904761904762,1.0,0.33174603174603173,0.0,0.017781136001474983,312.0,0.002160627552095106,0.09013203305817662,,,
196,-468,49.125,-116.875,1,6,0.0,4,4,True,1.0,0.1724137931034483,0.5862068965517242,0.0,1.0,1.0,0.1724137931034483,0.010919165580182532,183.0,0.0011419841852352934,0.23286594350099557,,,
196,-467,49.125,-116.625,10,7,32.0,8,8,True,0.09785714285714286,0.20689655172413793,0.15237684729064038,0.02142857142857143,1.0,0.09785714285714286,0.20689655172413793,0.024045136077052023,184.0,0.005129743411172296,0.10744910051381897,5.0,0.8084030263251099,0.16168060526502198
196,-466,49.125,-116.375,1,14,0.0,1,1,True,1.0,0.4482758620689655,0.7241379310344828,0.0,1.0,1.0,0.4482758620689655,0.016122364613476645,293.0,0.0008781372940247158,0.1763377777732073,,,
196,-465,49.125,-116.125,2,16,1.0,6,3,True,0.4988095238095238,0.5172413793103449,0.5080254515599343,0.002380952380952381,0.5,0.4988095238095238,0.5172413793103449,0.055468558093834434,240.0,0.00015507868264748773,0.27356817890839674,2.85,0.2589655325950023,0.09086509915614116
196,-462,49.125,-115.375,2,6,1.0,0,0,False,0.4988095238095238,0.1724137931034483,0.33561165845648605,0.002380952380952381,,0.4988095238095238,0.1724137931034483,0.09691555962742404,255.0,0.0015892880281399625,0.32951466140695945,,,
196,-461,49.125,-115.125,4,4,2.0,2,1,True,0.24821428571428572,0.10344827586206896,0.17583128078817734,0.007142857142857143,0.5,0.24821428571428572,0.10344827586206896,0.01794836462054321,168.0,0.0019941658430149977,0.06310401328373809,,,
196,-460,49.125,-114.875,1,4,0.0,0,0,False,1.0,0.10344827586206896,0.5517241379310345,0.0,,1.0,0.10344827586206896,0.11758474576271187,279.0,0.0015711975264551988,0.15896650117207078,,,
196,-457,49.125,-114.125,75,1,8.166666666666664,42,12,True,0.010984126984126985,0.0,0.0054920634920634925,0.1761904761904762,0.2857142857142857,0.010984126984126985,0.0,0.05476763803103261,133.0,0.005525557387340643,0.8047873580159276,2.34,0.8766149359207519,0.3746217674875008
